station,measureDate,decimaldate,yearday,StaGrpCode,StaType,Transect,Latitude,Longitude,time,analyst,tidestage,scttemp,sctsal,sctcond,dotemp,do,secchi,depth,nh4,po4,TDN,chlor_a,phaeopigments_a,tss,pom,pim,,,,,,,,,
CSM,9/30/04,2004.750171,274,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1435,KMO/BJS,LATE EBB,24,30.3,44.66,24,6.4,0.59,4.3,,,,,,,,,,,,,,,,,
CSM,10/26/04,2004.821355,300,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1244,BJS/JLM,LATE EBB,15.8,30.3,46.55,16.2,8.4,0.66,3.6,4.13,1.64,,,,29,26,3,,,,,,,,,
CSM,11/10/04,2004.862423,315,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1010,Josh/Brandon,MID EBB,10.5,31.5,48.52,11,9,1.03,3.7,3.04,0.538,,,,,,,,,,,,,,,
CSM,2/9/05,2005.111567,40,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,,Josh/Br,MID EBB,5.1,27.1,42.72,5,13.6,1.23,8.3,,,,,,,,,,,,,,,,,
CSM,3/22/05,2005.223819,81,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,954,BJS/JLM,MID EBB,8.5,29,45.27,8.1,10.8,NaN,3.6,,,,,,21.1111,6,15.1111,,,,,,,,,
CSM,4/18/05,2005.297741,108,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,954,JLM/BJS,LATE EBB,11.4,20.6,33.96,11.9,11.5,0.86,3.3,1.309,0.213166667,10.4305,,,47.1111,12.00003333,35.1111,,,,,,,,,
CSM,5/18/05,2005.379877,138,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1003,BJS/JLM,LATE EBB,17.8,30.8,47.26,17.9,7.4,0.6,2.5,1.495,0.2445,19.57,,,30.22223333,8,22.2222,,,,,,,,,
CSM,6/21/05,2005.472964,172,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1149,BJS/JLM,LATE EBB,21.3,30.9,47.42,22.1,7.6,0.87,3.3,2.563333333,0.362,,,,31.77776667,5.333333333,26.44446667,,,,,,,,,
CSM,7/20/05,2005.552361,201,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1202,JLM/BJS,LATE EBB,28.7,21.7,23.17,29,4.6,0.46,3.8,2.606666667,0.97,20.16666667,,,32.99996667,2.7778,30.22223333,,,,,,,,,
CSM,9/1/05,2005.670089,244,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1200,JLM,LATE EBB,27,30,46.38,27,9,0.53,2.8,,,35.95,4.98,17.96,50.99996667,14.66666667,36.33333333,,,,,,,,,
CSM,9/29/05,2005.746749,272,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1110,KMO/JLM,LATE EBB,23.2,30.3,46.6,23.5,5.2,0.74,3,1.983333333,1.78,18.3,4.27,11.26,23.66666667,3,20.66666667,,,,,,,,,
CSM,10/31/05,2005.83436,304,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1112,KMO/ART,LATE EBB,13.1,31.2,48,13.5,8.8,1.35,4.7,2.533333333,0.292333333,19.565,0.71,6.03,18,-0.444433333,18.44443333,,,,,,,,,
CSM,11/16/05,2005.878166,320,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,,KMO/JLM,,,,,,,NaN,,,,,,,,,,,,,,,,,,
CSM,12/12/05,2005.94935,346,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1036,KMO/JLM,LATE EBB,,,,5.5,14,NaN,2.5,1.221666667,0.2816315,18.1,2.13,5.88,17.88886667,2,15.88886667,,,,,,,,,
CSM,3/28/06,2006.239562,87,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1140,KMO/ART,LATE EBB,9.6,32.1,49.32,9.7,10.28,1.27,7.2,0.881666667,,11.76666667,1.42,4.91,20.7778,4,16.7778,,,,,,,,,
CSM,4/25/06,2006.316222,115,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1120,KMO/ART,LATE EBB,17.7,32,48.84,17.7,7.49,NaN,4,2.12,0.0977,11.96666667,1.656666667,5.316666667,23.7778,6.888866667,16.8889,,,,,,,,,
CSM,5/23/06,2006.392882,143,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,,,,,,,,,NaN,,,,17.5,,,,,,,,,,,,,,
CSM,5/24/06,2006.395619,144,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1038,KMO/ART,LATE EBB,18.2,32.5,49.56,18.3,6.89,0.61,3.2,3.18,0.533333333,,-1.24E-15,4.246666667,24.88886667,2,22.88886667,,,,,,,,,
CSM,6/22/06,2006.475017,173,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1006,KMO/ART,LATE EBB,25.4,31.6,48.45,25.5,4.85,0.56,3.2,0.4775,0.041966667,44.53666667,7.36,19.33666667,34.66666667,6,28.6667,,,,,,,,,
CSM,7/21/06,2006.554415,202,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1030,KMO/ART,LATE EBB,26.6,32.1,49.2,26.6,3.47,0.51,4.1,4.66,1.186333333,28.137,4.746666667,16.05333333,41.77776667,5.222233333,36.55556667,,,,,,,,,
CSM,8/21/06,2006.639288,233,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1123,KMO/DB,LATE EBB,26.4,32.1,49.1,26.4,4.16,0.41,6.9,4.346666667,1.063,16.422,7.12,22.09,40.55556667,4.2222,36.3333,,,,,,,,,
CSM,9/18/06,2006.715948,261,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1150,KMO/DB,LATE EBB,23.7,30,46.13,23.6,4.17,0.48,4.6,3.076666667,1.713333333,28.86066667,4.983333333,13.30333333,28.66666667,5.6667,23,,,,,,,,,
CSM,11/3/06,2006.841889,307,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1105,KMO/DB,LATE EBB,10.8,31.2,48.13,10.9,8.36,0.99,3.5,1.060333333,0.627,16.23366667,1.896666667,5.39,20.22223333,2.555533333,17.66666667,,,,,,,,,
CSM,12/5/06,2006.9295,339,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1229,KMO/ART,LATE EBB,8.2,30.6,47.54,8.3,10.08,0.64,2.9,,,,,,,,,,,,,,,,,
CSM,2/28/07,2007.162218,59,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1045,KMO/CB/,LATE EBB,6.3,32,49.69,5.8,11.28,NaN,4.2,0.21465,,21.55,1.42,10.905,22.44443333,3.777766667,18.66663333,,,,,,,,,
CSM,3/29/07,2007.241615,88,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1106,KMO/CB/,LATE EBB,11.5,32.7,50,11.6,8.68,1.04,4.5,0.167333333,0.326666667,11.95,1.893333333,4.723333333,26.77776667,4.444433333,22.33333333,,,,,,,,,
CSM,4/26/07,2007.318275,116,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,,KMO/DB/,,,,,,,NaN,,,,,,,,,,,,,,,,,,
CSM,5/30/07,2007.411362,150,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1154,KMO/DB,LATE EBB,21.4,31.6,48.34,21.6,6.57,0.61,3.8,3.013333333,0.768666667,16.2,4.275,11.255,32.33333333,5.8889,26.44446667,,,,,,,,,
CSM,6/26/07,2007.485284,177,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1103,KMO/CB,LATE EBB,25.3,32.2,49.22,25.4,5.3,0.46,3.6,0.294333333,0.35,21.33333333,1.99,9.625,35.8889,3.666666667,32.22223333,,,,,,,,,
CSM,7/26/07,2007.56742,207,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1036,KMO/DB,LATE EBB,25.5,32.9,50.2,25.6,3.59,0.51,4.6,6.596666667,1.216666667,,,,33.8889,3.333333333,30.55556667,,,,,,,,,
CSM,8/24/07,2007.646817,236,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1012,KMO/CB,LATE EBB,25.3,32.1,49.08,25.3,3.15,0.48,4.8,9.83,1.903333333,45.55,,,27.55556667,3.666666667,23.88886667,,,,,,,,,
CSM,9/24/07,2007.731691,267,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1120,kmo/cb,LATE EBB,23.2,32.5,49.55,23.2,4.17,0.64,4.3,5.1,2.473333333,31.7,,,32.2222,2.7778,29.44446667,,,,,,,,,
CSM,10/23/07,2007.811088,296,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1059,KMO/CB,LATE EBB,21.5,33.1,50.4,21.5,4.84,0.71,4.7,1.913333333,1.38,25.36666667,2.85,11.08,26.3333,4.555566667,21.77776667,,,,,,,,,
CSM,11/7/07,2007.852156,311,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1158,KMO/CB,LATE EBB,11.7,32.5,49.8,11.8,7.78,0.94,4.4,5.116666667,1.843333333,18.35,1.42,5.58,29.7778,3.8889,25.8889,,,,,,,,,
CSM,2/19/08,2008.136893,50,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1147,KMO/CB,LATE EBB,8.4,31.4,48.47,8.5,9.76,0.74,1.8,,0.169,15.73333333,,,32,4.888866667,27.1111,,,,,,,,,
CSM,3/18/08,2008.213552,78,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1140,KMO/DB,LATE EBB,9.3,31.2,48.26,9.4,8.97,0.89,4.4,,0.224666667,26.7,,,28.33336667,4.777766667,23.55553333,,,,,,,,,
CSM,4/16/08,2008.29295,107,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1120,KMO/CB,LATE EBB,11.3,30.3,46.93,11.5,8.43,1.14,6,,,22.5,,,17.33333333,0.999966667,16.33333333,,,,,,,,,
CSM,5/13/08,2008.366872,134,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1054,KMO/DB,LATE EBB,14.2,30.3,46.6,14.4,6.82,NaN,4.5,,,17.46666667,,,25.22223333,5.333333333,19.8889,,,,,,,,,
CSM,7/15/08,2008.539357,197,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1148,KMO/DB,LATE EBB,24.7,32,49.06,24.7,3.71,0.46,3.8,,,38.83333333,,,29.6667,4.000033333,25.66666667,,,,,,,,,
CSM,10/9/08,2008.774812,283,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,921,KMO/DB/CB,LATE EBB,19.7,24,37.99,19.6,5.29,0.69,3,,,24.66666667,,,,,,,,,,,,,,
CSM,4/23/09,2009.311431,113,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1239,KMO/CB,LATE EBB,14.2,31.6,48.38,15,7,NaN,4.3,9.903333333,,,,,,,,,,,,,,,,
CSM,12/1/09,2009.919233,335,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,,,,,,,,,NaN,,1.71,0.363,,,,,,,,,,,,,,,
CSM,12/3/09,2009.924709,337,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1253,ACS/DMB/CRB,MID EBB,13.4,29.3,45.39,,,0.48,4.2,,,,,,,,,,,,,,,,,
CSM,5/24/10,2010.395619,144,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1010,CB/AS/DB,LATE EBB,19.8,28.4,39.46,19.7,6.1,0.66,5.1,,,,,,,,,,,,,,,,,
CSM,5/25/10,2010.398357,145,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,,,,,,,,,NaN,,,0.127,,,,,,,,,,,,,,,
CSM,7/27/11,2011.570157,208,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1030,AS/DB,Mid Ebb,28.1,30.8,47.3,28.4,4.11,0.43,2.6,4.926666667,1.296666667,29.7,4.533066667,6.431733333,35.88888889,2.444444445,33.44444444,,,,,,,,,
CSM,10/10/11,2011.775496,283,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1201,BR,LATE EBB,19.7,30.6,46.89,19.9,7,0.71,5,1.3,1.021,21.63333333,,,,,,,,,,,,,,
CSM,1/5/12,2012.013689,5,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1029,BR,Late Ebb,3.7,31.9,50.1,3.7,10.55,1.32,,,,,2.610666667,2.323493333,16,14.5,1.5,,,,,,,,,
CSM,4/4/12,2012.260096,95,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1014,AS DB,EARLY EBB,14.2,32,49.01,14.4,7.43,0.89,,,0.241,,0.949333333,1.243626667,579,551.2222222,27.77777778,,,,,,,,,
CSM,7/16/12,2012.542094,198,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1030,AS DB,,28.3,32.2,49.3,,,0.36,,,,,4.272,5.04808,46.5,7.5,39,,,,,,,,,
CSM,10/1/12,2012.752909,275,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,,,,,,,,,NaN,,4.873333333,0.732666667,,,,,,,,,,,,,,,
CSM,11/12/12,2012.867899,317,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1105,AS DB,,12.8,30.6,47,,7.14,0.8,,,,,0.949333333,1.243626667,20.66666667,3.444444444,17.22222222,,,,,,,,,
CSM,4/8/13,2013.270363,98,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1115,,MID EBB,,31.1,49.46,,,0.9,,0.0363,0.1302,8.766666667,,,,,,,,,,,,,,
CSM,4/9/13,2013.273101,99,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,,,,,,,,,NaN,,,,,,,13.66666667,2.666666667,11,,,,,,,,,
CSM,8/5/13,2013.596167,217,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1117,DB,MID EBB,24.5,31.4,48.13,24.5,6.45,0.4,6,5.216666667,0.735,21.58333333,3.916,6.50056,33.5,5.5,28,,,,,,,,,
CSM,10/3/13,2013.7577,276,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1033,LA/NoahEgge/DB,MID EBB,21.7,31.9,44.8,21.7,5.87,0.55,7,3.41,0.897,23.185,1.661333333,6.37952,24.83333333,4,20.83333333,,,,,,,,,
CSM,12/16/13,2013.960301,350,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1039,DB/AS,MID EBB,5.9,29.9,46.71,5.9,9.46,1.3,3.6,,,,1.424,3.51016,16.16666667,3.166666667,13,,,,,,,,,
CSM,3/27/14,2014.236824,86,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1008,DB/AS,MID EBB,2.9,31.8,28.95,3,10.56,0.95,2.9,,,19.46666667,1.661333333,6.014026667,20.83333333,5.333333333,15.5,,,,,,,,,
CSM,6/11/14,2014.444901,162,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1025,DB,MID EBB,24,30.9,47.44,23.9,5.3,0.6,4.1,,,38.05,4.509333333,4.07976,35.5,4.5,31,,,,,,,,,
CSM,9/22/14,2014.726899,265,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1019,DB,FALLING,22.4,32.3,49.3,22.4,6.03,0.4,5.4,3.6,0.466,13.7,14.90414904,0.518405184,47.55555555,2.833333333,45.77777778,,,,,,,,,
CSM,12/5/14,2014.9295,339,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1031,DB/AS,,8.4,32.9,50.7,8.4,9.84,0.75,6.2,2.746666667,0.521333333,13.7,1.94401944,0.32400324,50.66666667,4.888888889,45.77777778,,,,,,,,,
CSM,4/16/15,2015.290897,106,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,940,DB,FALLING,11.9,32.6,37.41,11.9,8.67,0.75,3,1.785333333,0.263666667,11.93333333,14.90414904,2.332823328,28.77777778,3.333333333,25.44444445,,,,,,,,,
CSM,6/16/15,2015.457906,167,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1102,DB/EB/N,FALLING,26.5,33.4,51,26.5,6.22,0.4,7,4.05,0.520333333,17.7,20.08820088,-3.758437584,82,8.555555556,73.44444444,,,,,,,,,
CSM,10/13/15,2015.78371,286,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1030,DB,FALLING,19.8,32.6,49.7,19.8,9.09,0.7,4.6,4.203333333,0.244,27,,,,,,,,,,,,,,
CSM,11/10/15,2015.86037,314,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1142,,FALLING,17.3,31.3,48.04,17.2,8.42,0.8,3.9,2.926666667,0.131333333,16.93333333,4.53604536,5.896858968,,,,,,,,,,,,
CSM,2/21/16,2016.142368,52,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1026,DB/RA/TB,FALLING,6.5,32.2,32.27,6.7,10.68,0.58,3.8,0.143,,10.1,3.88803888,15.68175682,24.33333333,-1.444444443,25.77777778,,,,,,,,,
CSM,8/17/16,2016.629706,230,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1015,AS/SP,EARLY EBB,28.8,32.4,49.7,28.8,4.37,0.74,3.7,5.48,1.636666667,9.833333333,,,,,,,,,,,,,,
CSM,10/18/16,2016.799452,292,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1132,ACS/ST/JRP,EARLY EBB,20.3,29.8,45.82,20.3,6.72,0.95,1.5,1.533333333,0.536666667,13.23333333,,,,,,,,,,,,,,
CSM,12/13/16,2016.952772,348,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1030,,,7.5,30.5,47.42,7.5,8.58,0.75,8,1.041833333,0.449,15.8,8.359283592,0.213842138,,,,,,,,,,,,
CSM,4/26/17,2017.319644,116,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,,,,,,,,,NaN,,,,8.671666667,,,,,,,,,,,,,,
CSM,4/27/17,2017.322382,117,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1214,,FALLING,17.7,31.4,48.09,17.7,7.3,0.55,6,1.020333333,,,7.12807128,-1.231212312,,,,,,,,,,,,
CSM,8/21/17,2017.639973,233,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1030,EB/DL/SK,FALLING,27.3,30.2,48.66,27.2,4.56,0.35,5,6.7,4.93,13.6,11.27531275,-0.025920259,73.22222222,13.66666667,59.55555555,,,,,,,,,
CSM,12/4/17,2017.927447,338,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1045,DL/AB/MV/LA,FALLING,11.1,31.1,47.87,11.5,7.37,1,13,2.763333333,0.364333333,19,3.88803888,6.544865447,,,,,,,,,,,,
CSM,4/26/18,2018.31896,116,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1115,LA/DL/AB/CJ,FALLING,14.4,31.2,47.99,14.5,7.03,1.04,8.1,0.891666667,0.227,15.54,0.7128,0.777607776,,,,,,,,,,,,
CSM,9/6/18,2018.683094,249,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,946,CJ/DL/SH/SK,FALLING,28.6,,47.3,28.6,2.94,0.56,8.3,5.403333333,1.106666667,24.16666667,8.289,-0.35919,,,,,,,,,,,,
CSM,10/8/18,2018.770705,281,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1123,CJ/AB/SH,FALLING,25.7,30.1,47.02,25.7,4.82,0.45,8.4,3.616666667,1.38,18.36666667,3.2076,2.28096,131.6666667,70,61.66666667,,,,,,,,,
CSM,5/1/19,2019.331964,121,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1056,DL/JM/AB,FALLING,17.2,31,47.6,17.2,6.4,0.95,6.5,3.433333333,0.295333333,10.43333333,3.564,-1.0692,12,3,9,,,,,,,,,
CSM,7/15/19,2019.537303,196,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1015,DL/+,FALLING,28.2,31,47.7,28.3,5.4,0.37,16,4.963333333,0.778333333,26.7,6.0588,0.42768,,,,,,,,,,,,
CSM,10/15/19,2019.789185,288,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1155,CJ/JM/DL/+,FALLING,20.8,,,20.4,8.91,0.5,16,2.936666667,0.674333333,17.57333333,4.6332,0.10692,,,,,,,,,,,,
CSM,1/23/20,2020.062971,23,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1102,JM/DL/+,FALLING,4.5,31.9,49.83,4.5,13.1,NaN,7.8,0.636,0.288333333,15.6,,,,,,,,,,,,,,
GC,7/28/92,1992.574949,210,2,Mainland Creek,Machipongo,37.48451,-75.80706,1124,JS,,28,30,48,26,7,0.5,7,5.02,0.755,,1.07,0.302,30.642,22.833,7.808,,,,,,,,,
GC,8/25/92,1992.651608,238,2,Mainland Creek,Machipongo,37.48451,-75.80706,1035,JS,,28,21,37,26,9.2,0.6,6,6.38,0.419,,4.63,,20.573,15.987,4.587,,,,,,,,,
GC,9/28/92,1992.744695,272,2,Mainland Creek,Machipongo,37.48451,-75.80706,1027,JS,,,,,15,8.3,0.9,,,,,,,,,,,,,,,,,,
GC,10/6/92,1992.766598,280,2,Mainland Creek,Machipongo,37.48451,-75.80706,25,,,15,26.3,,,8.3,0.9,,3.9,0.3885,,1.42,,14.287,11.127,3.16,,,,,,,,,
GC,10/26/92,1992.821355,300,2,Mainland Creek,Machipongo,37.48451,-75.80706,1421,JS,,15,30,37,14,8.4,0.6,6,5.68,0.5865,,2.14,0.19,28.66,25.667,2.993,,,,,,,,,
GC,11/17/92,1992.881588,322,2,Mainland Creek,Machipongo,37.48451,-75.80706,942,JS,,10,25,30,9,10.7,1,5,0.016,0.316,,0.908,1.12,19.06,17.727,1.333,,,,,,,,,
GC,12/15/92,1992.958248,350,2,Mainland Creek,Machipongo,37.48451,-75.80706,708,JS,,,26,,,,0.7,40,0.973,0.751,,2.14,0.67,27.487,24.533,2.953,,,,,,,,,
GC,1/26/93,1993.073238,26,2,Mainland Creek,Machipongo,37.48451,-75.80706,855,JS,,5,21,21.5,5,15,1.2,,1.66,0.773,,,,16.967,14.073,2.893,,,,,,,,,
GC,2/23/93,1993.149897,54,2,Mainland Creek,Machipongo,37.48451,-75.80706,2,JS,,8,26,28,,,1.2,10,1.19,0.3085,,,,20.647,18.313,2.333,,,,,,,,,
GC,3/23/93,1993.226557,82,2,Mainland Creek,Machipongo,37.48451,-75.80706,1050,JS,,7,19,22.5,6.5,11,0.9,7,2.46,0.136,,6.41,8.74,19.027,16.987,3.19,,,,,,,,,
GC,4/27/93,1993.322382,117,2,Mainland Creek,Machipongo,37.48451,-75.80706,1000,JS,,13,28,34,13,9,0.8,,0.05,0.3245,,0.868,0.002,16.38,11.793,4.587,,,,,,,,,
GC,5/25/93,1993.399042,145,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,JS,,21,27,38,20,6.3,0.65,,1.98,0.099,,,,40.622,27.656,12.967,,,,,,,,,
GC,6/26/93,1993.486653,177,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,JS/CB,,25,30,46.5,24.5,5.6,0.45,,3.06,0.5775,,4.23,6.34,26.133,23.075,3.058,,,,,,,,,
GC,7/27/93,1993.571526,208,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,JS,,27,31,47.5,26,4.4,0.4,,6.01,1.0525,,10,9.59,,,,,,,,,,,,
GC,8/24/93,1993.648186,236,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,27,26,41,26,3.2,0.65,,0.05,1.45,,1.96,9.88,21.134,,,,,,,,,,,
GC,10/1/93,1993.752225,274,2,Mainland Creek,Machipongo,37.48451,-75.80706,1530,,,20,32,41.5,20,8.9,0.6,,1.59,1.1895,,4.82,1.74,33.37,30.41,2.96,,,,,,,,,
GC,11/5/93,1993.848049,309,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,13,23,33,13,8.1,0.97,,2.82,0.652,,1.6,3.01,22.767,20.98,1.787,,,,,,,,,
GC,12/3/93,1993.924709,337,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,11,31,34,,,1,,1.25,0.571,,0.89,1.68,27.233,21.327,5.907,,,,,,,,,
GC,1/28/94,1994.078029,28,2,Mainland Creek,Machipongo,37.48451,-75.80706,,,,,,,,,NaN,,,,,,,,,,,,,,,,,,
GC,2/25/94,1994.154689,56,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,9,22,24,,,0.65,,1.31,0.203,,10.4,3.74,39.178,32.067,7.111,,,,,,,,,
GC,3/31/94,1994.247775,90,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,JS,,12.5,22,27,,,0.7,,1.71,0.225,,9.2,8.87,173.7,,,,,,,,,,,
GC,4/29/94,1994.327173,119,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,24,26,39,,,0.65,,2.79,0.298,,4.23,0.665,,,,,,,,,,,,
GC,5/1/94,1994.332649,121,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,23,28,43500,,6.7,0.7,,,0.334,,8.6,,30.5,20.234,10.267,,,,,,,,,
GC,6/1/94,1994.417522,152,2,Mainland Creek,Machipongo,37.48451,-75.80706,,,,23,28,43.5,24,6.7,0.7,,,,,,,,,,,,,,,,,,
GC,6/28/94,1994.491444,179,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,30,25,41.5,28,7.3,0.3,,0.124,0.689,,15.4,,209.156,164.222,44.933,,,,,,,,,
GC,7/26/94,1994.568104,207,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,JS,,28,25,41.5,29,5.4,0.35,,0.06,5.35,,5.34,4.98,173.645,114.578,59.067,,,,,,,,,
GC,8/30/94,1994.663929,242,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,26,30,,26,5.5,1,,0.035,0.449,,11.9,,93.43,25.61,67.81,,,,,,,,,
GC,9/28/94,1994.743326,271,2,Mainland Creek,Machipongo,37.48451,-75.80706,910,,,23,28,41,25,5.9,0.6,,0,0.488,,4.98,,,,,,,,,,,,,
GC,10/27/94,1994.822724,300,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,15,33,35,16,6.7,0.9,,2.67,0.91,,3.74,,25.86,,53.787,,,,,,,,,
GC,11/29/94,1994.913073,333,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,11,29,33,11,7.8,0.6,,4.22,0.597,,1.78,1.09,86.58,79.64,6.94,,,,,,,,,
GC,12/1/94,1994.918549,335,,,,,,1,,,,,,,,NaN,,,,,11.9,,,,,,,,,,,,,
GC,1/13/95,1995.036277,13,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,7,30,30,7,10,0.9,,3.18,0.215,,1.6,14.9,,,,,,,,,,,,
GC,2/23/95,1995.148528,54,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,6,32,30,7,9.5,NaN,,0.809,0.25,,3.03,,,,,,,,,,,,,
GC,3/23/95,1995.225188,82,2,Mainland Creek,Machipongo,37.48451,-75.80706,1003,,,11,31,33,11,7.3,NaN,4.4,3.46,0.524,,1.42,,368.79,9.89,358.86,,,,,,,,,
GC,4/20/95,1995.301848,110,2,Mainland Creek,Machipongo,37.48451,-75.80706,820,,,18,27,35,18,5.9,NaN,,1.75,0.65,,19.9,,131.19,80.21,50.97,,,,,,,,,
GC,5/25/95,1995.397673,145,2,Mainland Creek,Machipongo,37.48451,-75.80706,1215,,,24,27,40,24,6.8,NaN,,1.19,0.495,,19.9,2.86,131.19,80.21,50.97,,,,,,,,,
GC,6/20/95,1995.468857,171,2,Mainland Creek,Machipongo,37.48451,-75.80706,920,,,27,30,46,27,4.6,NaN,4,2.83,0.87,,6.41,1.94,,,,,,,,,,,,
GC,7/19/95,1995.548255,200,2,Mainland Creek,Machipongo,37.48451,-75.80706,906,,,31,31,49.5,29,3.6,NaN,4.5,6.1,1.39,,10.2,3.5,,,,,,,,,,,,
GC,8/23/95,1995.644079,235,2,Mainland Creek,Machipongo,37.48451,-75.80706,1338,SPITLER/BLUM,,26,30,45,26.5,6.6,0.61,5.5,2.5,1.67,,2.28,14.7,2021.6,67.327,1954.273,,,,,,,,,
GC,8/23/95,1995.644079,235,2,Mainland Creek,Machipongo,37.48451,-75.80706,1201,SPITLER/BLUM,,27,30,44.5,25.5,5.7,0.52,5,2.5,1.67,,2.28,14.7,2021.6,67.327,1954.273,,,,,,,,,
